Company Name,Type of Partner,Partner Specs,Address,Contact Number,Email,Country Name,Pincode
,,Server Specialist - Gold,,,,,
,,Cloud Builder Specialist - Gold,,,,,
,PLATINUM Partner,Campus Mobility Specialist,4 BOWCLIFFE ROAD,+44 (0)113 386 9240,sales@kelway.com,United Kingdom,LE14
The DTP Group,,Services Specialist - Gold,"LEEDS, LS10 1HB",,,,
,,Wireless LAN Specialist,+44 (0)113 276 0210,,,,
,,Storage Specialist - Gold,dburke@dtpgroup.co.uk,,,,
,,Campus Switching Specialist,Visit Website,,,,
,,Networking Specialist - Gold,,,,,
,,Server Specialist - Gold,,,,,
,,Cloud Builder Specialist - Gold,,,,,
,PLATINUM Partner,Campus Mobility Specialist,"Unit 7 Tudor Lawns,Carr Gate",+44 (0)113 386 9240,sales@kelway.com,United Kingdom,LE14
Concorde Informatics Ltd,,Services Specialist - Silver,"Wakefield, West Yorkshire WF2 0UU",,,,
,,Wireless LAN Specialist,0844 984 2020,,,,
,,Campus Switching Specialist,info@concordeinf.com,,,,
,,Networking Specialist,Visit Website,,,,
,,Server Specialist - Silver,,,,,
,PLATINUM Partner,Campus Mobility Specialist,Concorde HouseWakefield Road Ossett,+44 (0)113 386 9240,sales@kelway.com,United Kingdom,LE14
Concorde Informatics Technology Group Limited,,Services Specialist - Silver,"Wakefield, West Yorkshire WF5 9JS",,,,
,,Wireless LAN Specialist,+44 (0)1484 405405,,,,
,,Campus Switching Specialist,info@concordeinf.com,,,,
,,Networking Specialist,Visit Website,,,,
,,Server Specialist - Silver,,,,,
,PLATINUM Partner,Campus Mobility Specialist,Concorde HouseWakefield Road,+44 (0)113 386 9240,sales@kelway.com,United Kingdom,LE14
Concorde IT Group,,Services Specialist - Silver,"Ossett, West Yorkshire WF5 9JS",,,,
,,Wireless LAN Specialist,+ 08 432 480000,,,,
,,Campus Switching Specialist,sales@concordeitgroup.com,,,,
,,Networking Specialist,Visit Website,,,,
,,Server Specialist - Silver,,,,,
,PLATINUM Partner,Campus Mobility Specialist,IKON HOUSEANGELS WING Hunslet,+44 (0)113 386 9240,sales@kelway.com,United Kingdom,LE14
Ricoh UK Ltd,,Wireless LAN Specialist,"LEEDS, LS10 1AF",,,,
,,Campus Switching Specialist,+44 (0) 800 904090,,,,
,,Networking Specialist,yvonne.howden@ricoh.co.uk,,,,
,,IT Management Specialist - Silver,Visit Website,,,,
,,Enterprise Business Partner - Business,,,,,
,PLATINUM Partner,Server Specialist - Silver,Temple PointColton,+44 (0)113 386 9240,sales@kelway.com,United Kingdom,LE14
Technology Services Group,,,"Leeds, West Yorkshire LS16 9JL",,,,
,,,0845 1550 182,,,,
,,,chris.sharman@tsg.com,,,,
,,,Visit Website,,,,
,PLATINUM Partner,Server Specialist - Silver,UNIT 5PIONEER WAY,+44 (0)113 386 9240,sales@kelway.com,United Kingdom,LE14
Target Components Ltd,,,"CASTLEFORD, WF10 5QU",,,,
,,,01977 739300,,,,
,,,sales@serversplus.com,,,,
,,,Visit Website,,,,
,PLATINUM Partner,Server Specialist - Silver,TRIDENT BUSINESS PARKNEPTUNE WAY,+44 (0)113 386 9240,sales@kelway.com,United Kingdom,LE14
Buy It Direct Ltd,,,"HUDDERSFIELD, HD2 1UA",,,,
,,,+44 (0)1484 319800,,,,
,,,sales@easycom.co.uk,,,,
,,,Visit Website,,,,
,PLATINUM Partner,Server Specialist - Silver,ROFTA HOUSERUDGATE Thorp Arch,+44 (0)113 386 9240,sales@kelway.com,United Kingdom,LE14
ESTEEM HOLDINGS,,,"WETHERBY, LS23 7QA",,,,
,,,+44 (0)1937 861000,,,,
,,,sales@esteem.co.uk,,,,
,,,Visit Website,,,,
,PLATINUM Partner,Server Specialist - Silver,Edgerton Villa22-24 Edgerton Road Huddersfield,+44 (0)113 386 9240,sales@kelway.com,United Kingdom,LE14
Brighter Connections,,,"Huddersfield, HD3 3AD",,,,
,,,+44(0)1484434700,,,,
,,,info@brighter-connections.com,,,,
,,,Visit Website,,,,
,PLATINUM Partner,Server Specialist - Silver,"Edgerton Villa, 22-24Edgerton Road,",+44 (0)113 386 9240,sales@kelway.com,United Kingdom,LE14
Brighter Connections Managed Services Ltd,,,"Huddersfield, HD3 3AD",,,,
,,,01244 288281,,,,
,PLATINUM Partner,Server Specialist - Silver,"Edgerton Villa, 22-24Edgerton Road,",+44 (0)113 386 9240,sales@kelway.com,United Kingdom,LE14
Brighter Connections Applications And Analytics Ltd,,,"Huddersfield,, HD3 3AD",,,,
,,,01484 434700,,,,
,PLATINUM Partner,Campus Mobility Specialist,Castleton MillCastleton Close,+44 (0)113 386 9240,sales@kelway.com,United Kingdom,LE14
Azzurri Communications Ltd,,Wireless LAN Specialist,"Leeds, West Yorkshire LS12 2DS",,,,
,,Campus Switching Specialist,+44(0)113 2436100,,,,
,,Networking Specialist,info@azzu.co.uk,,,,
,,Enterprise Business Partner - Business,Visit Website,,,,
,PLATINUM Partner,Campus Mobility Specialist,WIRA BUSINESS PARKRING ROAD West Park Ring Road,+44 (0)113 386 9240,sales@kelway.com,United Kingdom,LE14
LDD Group Limited,,Wireless LAN Specialist,"LEEDS, LS16 6EB",,,,
,,Campus Switching Specialist,+44 (0)113 224 2222,,,,
,,Networking Specialist,mandi@ldd.co.uk,,,,
,,Enterprise Business Partner - Business,Visit Website,,,,
,PLATINUM Partner,Campus Mobility Specialist,Viscount CourtLeeds Road Rothwell,+44 (0)113 386 9240,sales@kelway.com,United Kingdom,LE14
Knowledge IT,,Wireless LAN Specialist,"Leeds, LS26 0GR",,,,
,,Campus Switching Specialist,+44 (0)113 205 9491,,,,
,,Networking Specialist,enquiries@knowledgeit.co.uk,,,,
,,Enterprise Business Partner - Business,Visit Website,,,,
,BUSINESS Partner,Campus Mobility Specialist,SPRINGFIELD COMMERCIAL CENTREBAGLEY LANE SUITE 26,+44 0 1133871070,sales@puredatasolutions.co.uk,United Kingdom,LE14
Pure Data Solutions Ltd,,Wireless LAN Specialist,"FARSLEY, LS28 5LY",,,,
,,Campus Switching Specialist,+44 0 1133871070,,,,
,,Networking Specialist,sales@puredatasolutions.co.uk,,,,
,,Enterprise Business Partner - Business,Visit Website,,,,
,BUSINESS Partner,Campus Mobility Specialist,Unit 1Midpoint Bradford,+44 0 1133871070,sales@puredatasolutions.co.uk,United Kingdom,LE14
Complete IT Systems Ltd,,Wireless LAN Specialist,"Bradford, West Yorkshire BD3 7AY",,,,
,,Campus Switching Specialist,+44 (0)845 873 9630,,,,
,,Networking Specialist,sales@cit-sys.co.uk,,,,
,,Enterprise Business Partner - Business,Visit Website,,,,
,BUSINESS Partner,Campus Mobility Specialist,UNIT 3FRYERS WAY,+44 0 1133871070,sales@puredatasolutions.co.uk,United Kingdom,LE14
AZZURRI COMMUNICATIONS LTD,,Wireless LAN Specialist,"OSSETT, WF5 9TJ",,,,
,,Campus Switching Specialist,+44 (0)192 483 1200,,,,
,,Networking Specialist,info@azzu.co.uk,,,,
,,Enterprise Business Partner - Business,Visit Website,,,,
,BUSINESS Partner,Campus Mobility Specialist,CHAPELTHORPE HALLCHURCH LANE Chapelthorpe,+44 0 1133871070,sales@puredatasolutions.co.uk,United Kingdom,LE14
Servatech Ltd,,Wireless LAN Specialist,"WAKEFIELD, WF4 3JB",,,,
,,Campus Switching Specialist,+44(0)1924880630,,,,
,,Networking Specialist,steve@servatech.co.uk,,,,
,,Enterprise Business Partner - Business,Visit Website,,,,
,BUSINESS Partner,Campus Mobility Specialist,4 FAIRFAX ROAD,+44 0 1133871070,sales@puredatasolutions.co.uk,United Kingdom,LE14
Business IT Support Team,,Wireless LAN Specialist,"BINGLEY, BD16 4DR",,,,
,,Campus Switching Specialist,+44 (0)1274 518700,,,,
,,Networking Specialist,sales@bist.co.uk,,,,
,,Enterprise Business Partner - Business,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,Deloitte & Touche10-12 East Parade,+44 0 1133871070,sales@puredatasolutions.co.uk,United Kingdom,LE14
Deloitte MCS Ltd,,,"Leeds, West Yorkshire LS1 2AJ",,,,
,,,+44 (0)113 243 9021,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,OAK HOUSEPARK LANE,+44 0 1133871070,sales@puredatasolutions.co.uk,United Kingdom,LE14
Virtual Data Centre Services Ltd,,,"LEEDS, LS3 1EL",,,,
,,,+44(0)8453 888 327,,,,
,,,accounts@virtualdcs.co.uk,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,No.1 Leeds26 Whitehall Road,+44 0 1133871070,sales@puredatasolutions.co.uk,United Kingdom,LE14
Ripple Technology Solutions Limited,,,"WEST YORKSHIRE, LS12 1BE",,,,
,,,+44 (0) 1133570245,,,,
,,,nik.rawsthorne@ripplesolutions.co.uk,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,11 NEW PRINCESS STREET,+44 0 1133871070,sales@puredatasolutions.co.uk,United Kingdom,LE14
Blue Chip,,,"LEEDS, LS11 9BA",,,,
,,,0845 034 7222,,,,
,,,ict@bluechip.uk.com,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,LEATHLEY ROAD,+44 0 1133871070,sales@puredatasolutions.co.uk,United Kingdom,LE14
Egton,,,"LEEDS, LS10 1BG",,,,
,,,0845 123 2294,,,,
,,,mail@e-mis.com,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,375 MEANWOOD ROAD,+44 0 1133871070,sales@puredatasolutions.co.uk,United Kingdom,LE14
Admiral Business Systems Ltd,,,"LEEDS, LS7 2LL",,,,
,,,+44 (0)113 244 1442,,,,
,,,enquiries@applegarth.biz,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,UNIT 320 CASTLE GROVE DRIVE,+44 0 1133871070,sales@puredatasolutions.co.uk,United Kingdom,LE14
Ware247 Ltd,,,"LEEDS, LS6 4BR",,,,
,,,+44 (0)845 345 7859,,,,
,,,sales@ware247.co.uk,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,BRIDGE END HOUSELOW LANE Horsforth,+44 0 1133871070,sales@puredatasolutions.co.uk,United Kingdom,LE14
Galtec Solutions Ltd,,,"LEEDS, LS18 4DF",,,,
,,,+44 (0)113 228 2208,,,,
,,,sales@galtec.com,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,86 Coal RoadSeacroft,+44 0 1133871070,sales@puredatasolutions.co.uk,United Kingdom,LE14
Getronics UK Ltd,,,"Leeds, LS14 2AP",,,,
,,,+44 (0)113 273 4771,,,,
,,,victoria.brittin@getronics.com,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,UNIT 8 ASQUITH AVENUE BUSINESS PARKASQUITH AVENUE BUSINESS PARK Morley,+44 0 1133871070,sales@puredatasolutions.co.uk,United Kingdom,LE14
TGC Computers Ltd,,,"LEEDS, LS27 7RZ",,,,
,,,+44(0)08452578017,,,,
,,,tim.evans@tgccomputers.co.uk,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,2 FEAST FIELD Horsforth,+44 0 1133871070,sales@puredatasolutions.co.uk,United Kingdom,LE14
Jungle IT Ltd,,,"LEEDS, LS18 4TJ",,,,
,,,+44(0)1132584433,,,,
,,,dave@jungleit.co.uk,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,Telephone HouseNew Pudsey Court 105 Bradford Road,+44 0 1133871070,sales@puredatasolutions.co.uk,United Kingdom,LE14
Silverbug,,,"Pudsey, West Yorkshire LS28 6AT",,,,
,,,+ 44 (0)113 290 0437,,,,
,,,enquires@sb-res.com,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,Springhill41 Business Park,+44 0 1133871070,sales@puredatasolutions.co.uk,United Kingdom,LE14
Amicus ITS Ltd,,,"Wakefield, WF2 0QX",,,,
,,,+44 (0)23 8042 9450,,,,
,,,worldclass@amicustechnology.com,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,FULFORD GRANGEMICKLEFIELD LANE Horsforth,+44 0 1133871070,sales@puredatasolutions.co.uk,United Kingdom,LE14
Emis Ltd,,,"LEEDS, LS19 6BA",,,,
,,,+44 (0)113 259 1122,,,,
,,,mail@e-mis.com,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,Albion MillsGreengates,+44 0 1133871070,sales@puredatasolutions.co.uk,United Kingdom,LE14
EPATON LTD,,,"Bradford, BD10 9TQ",,,,
,,,7798878514,,,,
,,,steve.butterfield@epaton.co.uk,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,SPECTRUM HOEAST PDE Bradford,+44 (0)1274 308188,info@spectrumplc.co.uk,United Kingdom,LE14
Spectrum Computer Supplies Ltd,,,"BRADFORD, BD1 5RJ",,,,
,,,+44 (0)1274 308188,,,,
,,,info@spectrumplc.co.uk,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,Kings Gate,+44 (0)1274 308188,info@spectrumplc.co.uk,United Kingdom,LE14
Raven House,,,"Bradford, West Yorkshire BD1 4SJ",,,,
,,,+44 (0)127 420 0400,,,,
,,,laurah@raven-computers.co.uk,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,RAVEN HOUSEBRADFORD BUSINESS PARK,+44 (0)1274 308188,info@spectrumplc.co.uk,United Kingdom,LE14
Raven Computers Ltd,,,"BRADFORD, BD1 4SJ",,,,
,,,+44(0)1274309386,,,,
,,,allanw@raven-computers.co.uk,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,ENTERPRISE HOUSEROYDSDALE WAY,+44 (0)1274 308188,info@spectrumplc.co.uk,United Kingdom,LE14
OfficeXpress Europe Ltd,,,"BRADFORD, BD4 6SE",,,,
,,,+44 (0) 845 890 1995,,,,
,,,sales@officexpress.co.uk,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,Woodhouse Business CentreWakefield Road,+44 (0)1274 308188,info@spectrumplc.co.uk,United Kingdom,LE14
Computeraid Services Normanton,,,"Normanton, West Yorkshire WF6 1BB",,,,
,,,+44 (0)1252 548888,,,,
,,,thea.hartong@computeraid.co.uk,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,Bowcliff CourtBramham,+44 (0)1274 308188,info@spectrumplc.co.uk,United Kingdom,LE14
Aurionpro Solutions,,,"Wetherby, West Yorkshire LS23 6LW",,,,
,,,+44 (0)1937 845874,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,Boston Lodge42 High Street Boston Spa,+44 (0)1274 308188,info@spectrumplc.co.uk,United Kingdom,LE14
Deans Computer Services,,,"Wetherby, LS23 6EA",,,,
,,,+44 (0) 1937541411,,,,
,,,sales@deansplc.co.uk,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,"UNIT 3, RIALTO BUILDINGS",+44 (0)1274 308188,info@spectrumplc.co.uk,United Kingdom,LE14
Continentel Ltd,,,"BRADFORD, BD14 6JA",,,,
,,,+44 (0) 845 625 9291,,,,
,,,kashif@continentel.co.uk,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,5-6 Aire Valley Business ParkWagon Lane Bingley,+44 (0)1274 308188,info@spectrumplc.co.uk,United Kingdom,LE14
Acs Business Supplies,,,"Bingley, BD16 1WA",,,,
,,,+44 (0) 0870141170,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,Central HouseBeckwith Knowle,+44 (0)1274 308188,info@spectrumplc.co.uk,United Kingdom,LE14
Redcentric,,,"Harrogate, HG3 1UG",,,,
,,,01423 850000,,,,
,,,claire.botha@redcentricplc.com,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,HeathcoteKings Road,+44 (0)1274 308188,info@spectrumplc.co.uk,United Kingdom,LE14
Bailey Teswaine,,,"Ilkley, West Yorkshire LS29 9AS",,,,
,,,+44 (0)113 243 9921,,,,
,,,enquiries@baileyteswaine.co.uk,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,31-33 Chapel Hill,+44 (0)1274 308188,info@spectrumplc.co.uk,United Kingdom,LE14
Aindale Bms Ltd,,,"Huddersfield, HD1 3ED",,,,
,,,+44 (0) 1484518899,,,,
,,,sales@aindale.co.uk,,,,
,,,Visit Website,,,,
,BUSINESS Partner,Enterprise Business Partner - Business,31-33 Chapel Hill,+44 (0)1274 308188,info@spectrumplc.co.uk,United Kingdom,LE14
Technology To Go Limited,,,"Huddersfield, HD1 3ED",,,,
,,,+44 (0)1484415960,,,,
,PLATINUM Partner,Storage Media - Silver,9-10 FOUNTAIN COURTNEW LEAZE Bradley Stoke,+44 (0)1454 201438,andrew.wright@scc.com,United Kingdom,BA8
Specialist Computer Centre,,Service Provider Specialist - Silver,"BRISTOL, BS32 4LA",,,,
,,Campus Mobility Specialist,+44 (0)1454 201438,,,,
,,Services Specialist - Gold,andrew.wright@scc.com,,,,
,,Wireless LAN Specialist,Visit Website,,,,
,,Storage Specialist - Gold,,,,,
,,Campus Switching Specialist,,,,,
,,Hyper-converged Specialist,,,,,
,,Networking Specialist - Gold,,,,,
,,Server Specialist - Gold,,,,,
,,Cloud Builder Specialist - Gold,,,,,
,,Converged Infrastructure Specialist - Platinum,,,,,
,PLATINUM Partner,Storage Media - Silver,WEST POINT COURT1 GREAT PARK ROAD Almondsbury,+44 (0)1454 201438,andrew.wright@scc.com,United Kingdom,BA8
Computacenter Reseller,,Campus Mobility Specialist,"BRISTOL, BS32 4PS",,,,
,,Services Specialist - Gold,+44 (0)1707 631000,,,,
,,Wireless LAN Specialist,Zoe.Snellgrove@computacenter.com,,,,
,,Storage Specialist - Gold,Visit Website,,,,
,,Campus Switching Specialist,,,,,
,,Hyper-converged Specialist,,,,,
,,Networking Specialist - Gold,,,,,
,,Server Specialist - Gold,,,,,
,,IT Management Specialist - Silver,,,,,
,,Cloud Builder Specialist - Gold,,,,,
,,Converged Infrastructure Specialist - Platinum,,,,,
,PLATINUM Partner,Campus Mobility Specialist,"Maindec HouseOaklands Business Park Armstrong Way, Yate",+44 (0)1454 201438,andrew.wright@scc.com,United Kingdom,BA8
Maindec Computer Solutions Ltd,,Services Specialist - Gold,"Bristol, Avon BS37 5NA",,,,
,,Wireless LAN Specialist,+44 (0)1454 322413,,,,
,,IT Operations Specialist - Gold,sales@maindec.co.uk,,,,
,,Storage Specialist - Gold,Visit Website,,,,
,,Campus Switching Specialist,,,,,
,,Networking Specialist - Gold,,,,,
,,Server Specialist - Gold,,,,,
,,Cloud Builder Specialist - Gold,,,,,
,PLATINUM Partner,Service Provider Specialist - Gold,Room C0.10 Ground floorWhite Ladies Road,+44 (0)1454 201438,andrew.wright@scc.com,United Kingdom,BA8
Bbc Bristol,,Campus Mobility Specialist,"Bristol, BS8 2LR",,,,
,,Services Specialist - Gold,,,,,
,,Wireless LAN Specialist,info@servo.co.uk,,,,
,,Storage Specialist - Gold,Visit Website,,,,
,,Campus Switching Specialist,,,,,
,,Networking Specialist - Silver,,,,,
,,Server Specialist - Gold,,,,,
,,Cloud Builder Specialist - Gold,,,,,
,PLATINUM Partner,Service Provider Specialist - Gold,Icm HouseGreat Park Road Bradley Stoke,+44 (0)1454 201438,andrew.wright@scc.com,United Kingdom,BA8
Servo Computer Services Plc,,Campus Mobility Specialist,"Bristol, BS32 4QG",,,,
,,Services Specialist - Gold,+44 (0)844 863 3000,,,,
,,Wireless LAN Specialist,info@servo.co.uk,,,,
,,Storage Specialist - Gold,Visit Website,,,,
,,Campus Switching Specialist,,,,,
,,Networking Specialist - Silver,,,,,
,,Server Specialist - Gold,,,,,
,,Cloud Builder Specialist - Gold,,,,,
,PLATINUM Partner,Storage Media - Silver,Turnpike HouseMethuen Park,+44 (0)1454 201438,andrew.wright@scc.com,United Kingdom,BA8
Bechtle Direct Ltd,,Campus Mobility Specialist,"Chippenham, Wiltshire SN14 0GF",,,,
,,Services Specialist - Silver,+44 (0)1249 467900,,,,
,,Wireless LAN Specialist,sales@bechtle.co.uk,,,,
,,Storage Specialist - Silver,Visit Website,,,,
,,Campus Switching Specialist,,,,,
,,Networking Specialist - Silver,,,,,
,,Server Specialist - Gold,,,,,
,SILVER Partner,Server Specialist - Silver,WORCESTER ROAD,+44(0)1299873873,enquiries@ogl.co.uk,United Kingdom,WR6
O G L Computer Support Ltd,,,"STOURPORT-ON-SEVERN, DY13 9AT",,,,
,,,+44(0)1299873873,,,,
,,,enquiries@ogl.co.uk,,,,
,,,Visit Website,,,,
,SILVER Partner,Campus Mobility Specialist,"Suite 4, Midland Shires HouseFirs Industrial Estate Stourport Road",+44(0)1299873873,enquiries@ogl.co.uk,United Kingdom,WR6
Dimension Data Network Services Ltd,,Wireless LAN Specialist,"Kidderminster, DY11 7QN",,,,
,,Campus Switching Specialist,+44 (0)1562 515366,,,,
,,Networking Specialist,eduinfo@teksys.co.uk,,,,
,,Enterprise Business Partner - Business,Visit Website,,,,
,SILVER Partner,Enterprise Business Partner - Business,Enigma Business ParkWorcestershire Enigma Business Park,+44(0)1299873873,enquiries@ogl.co.uk,United Kingdom,WR6
Ids-Indata Limited,,,"malvern, Worcestershire WR14 1GP",,,,
,,,+44 (0)168 457 1230,,,,
,,,info@ids-indata.co.uk,,,,
,,,Visit Website,,,,
,SILVER Partner,Enterprise Business Partner - Business,Enserstrasse 31Millennium Court Bonsfordhill Park,+44(0)1299873873,enquiries@ogl.co.uk,United Kingdom,WR6
Appletree Graphics,,,"Steiyr, B60 3DX",,,,
,,,+44 (0) 1527570535,,,,
,,,sales@appleuser.co.uk,,,,
,,,Visit Website,,,,
,PLATINUM Partner,HPE Security - Data Security Specialist - Silver,Panacea House3 Clews Road,+44 (0)20 737 53757,info@kelway.co.uk,United Kingdom,WR10
Kelway UK Ltd,,Storage Media - Silver,"Redditch, B98 7ST",,,,
,,Campus Mobility Specialist,+44 (0)20 737 53757,,,,
,,Services Specialist - Gold,info@kelway.co.uk,,,,
,,Wireless LAN Specialist,Visit Website,,,,
,,Storage Specialist - Gold,,,,,
,,HPE Security ArcSight Specialist - Gold,,,,,
,,Campus Switching Specialist,,,,,
,,Hyper-converged Specialist,,,,,
,,Networking Specialist - Gold,,,,,
,,Server Specialist - Gold,,,,,
,,Cloud Builder Specialist - Gold,,,,,
,,Converged Infrastructure Specialist - Platinum,,,,,
,PLATINUM Partner,Campus Mobility Specialist,UNIT 1CREST PARK,+44 (0)20 737 53757,info@kelway.co.uk,United Kingdom,WR10
Maindec Computer Solutions Ltd,,Services Specialist - Gold,"REDDITCH, B98 9NR",,,,
,,Wireless LAN Specialist,+44 (0)1527 584544,,,,
,,IT Operations Specialist - Gold,sales@maindec.co.uk,,,,
,,Storage Specialist - Gold,Visit Website,,,,
,,Campus Switching Specialist,,,,,
,,Networking Specialist - Gold,,,,,
,,Server Specialist - Gold,,,,,
,,Cloud Builder Specialist - Gold,,,,,
